year,parent_entity,parent_type,reporting_entity,commodity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,own_fuel_use_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_operational_emissions_MtCO2e,total_emissions_MtCO2e,source
2009,PTTEP,State-owned Entity,PTTEP,Natural Gas,355.12882224,Bcf/yr,18.9758647053666,0.0329338276515048,0.5414521051401365,1.086641241171889,5.248586602485288,0.1874495215173317,6.909613776448818,25.88547848181542,"PTTEP Annual Report 2011, pp. 7-8, chart."
2010,PTTEP,State-owned Entity,PTTEP,Natural Gas,401.94993126,Bcf/yr,21.477692139464033,0.0372759092803367,0.6128385611421282,1.229906853063434,5.940573932507739,0.2121633547324192,7.820595255993639,29.298287395457663,"PTTEP Annual Report 2011, pp. 7-8, chart."
2011,PTTEP,State-owned Entity,PTTEP,Natural Gas,421.9224,Bcf/yr,22.544896041,0.0391281099525021,0.6432898637874828,1.291019629221696,6.235754794444303,0.2227055283730108,8.209192397405983,30.754088438405994,PTTEP Annual Report 2011
2012,PTTEP,State-owned Entity,PTTEP,Natural Gas,484.44496,Bcf/yr,25.8857108814,0.0449263079201661,0.7386157557193752,1.48232933979689,7.159799958391351,0.2557071413711196,9.42567136182778,35.31138224322778,"PTTEP AnnRpt 2014, p. 11. See Table."
2013,PTTEP,State-owned Entity,PTTEP,Natural Gas,427.63409,Bcf/yr,22.850093056537503,0.0396577989055764,0.6519982714996505,1.3084965489254834,6.320170076263612,0.2257203598665576,8.320322695594323,31.170415752131824,"PTTEP AnnRpt 2014, p. 11. See Table."
2014,PTTEP,State-owned Entity,PTTEP,Natural Gas,571.0,Bcf/yr,30.51067125,0.052953222637335,0.8705831030129063,1.747174855579103,8.439030465383437,0.3013939451922656,11.10974164661278,41.620412896612784,"PTEEP 2014 Annual Report, page 35."
2015,PTTEP,State-owned Entity,PTTEP,Natural Gas,618.0,Bcf/yr,33.0220575,0.05731189420293,0.9422423076391876,1.8909878471941952,9.133661694583123,0.3262022033779687,12.024203743619436,45.04626124361945,"PTEEP 2015 Annual Report, page 32."
2016,PTTEP,State-owned Entity,PTTEP,Natural Gas,610.0,Bcf/yr,32.5945875,0.05656999265985,0.9300449962134376,1.8665090401107751,9.015426591740626,0.3219795211335937,11.868550620724688,44.46313812072471,"PTEEP 2016 Annual Report, page 44."
2017,PTTEP,State-owned Entity,PTTEP,Natural Gas,578.0,Bcf/yr,30.8847075,0.05360238648753,0.8812557505104375,1.7685938117770952,8.542486180370625,0.3050887921560937,11.245938129145689,42.13064562914569,"PTEEP 2017 Annual Report, page 41."
2018,PTTEP,State-owned Entity,PTTEP,Natural Gas,612.0,Bcf/yr,32.701455,0.05675546804562,0.933094324069875,1.87262874188163,9.04498536745125,0.3230351916946875,11.907463901448375,44.608918901448384,"PTEEP 2018 Annual Report, page 42."
2019,PTTEP,State-owned Entity,PTTEP,Natural Gas,690.0,Bcf/yr,36.8692875,0.06398900809065,1.0520181104709374,2.1112971109449754,10.197777620165624,0.3642063435773437,13.425081849672186,50.294369349672195,"PTEEP 2019 Annual Report, page 51."
2020,PTTEP,State-owned Entity,PTTEP,Natural Gas,675.0,Bcf/yr,36.06778125,0.062597942697375,1.0291481515476564,2.0653993476635626,9.976086802335939,0.3562888143691406,13.133232244244532,49.201013494244535,"PTEEP 2020 Annual Report, page 32."
2021,PTTEP,State-owned Entity,PTTEP,Natural Gas,821.0,Bcf/yr,43.86910875,0.076137645858585,1.251749085067594,2.5121375769359777,12.133877429211562,0.4333527653289843,15.973901737073717,59.84301048707373,"PTEEP 2021 Annual Report, page 61."
2022,PTTEP,State-owned Entity,PTTEP,Natural Gas,977.0,Bcf/yr,52.20477375,0.090604725948645,1.4895966578697188,2.9894743150626675,14.439461934640311,0.5156950690942969,19.009137633521345,71.21391138352135,"PTEEP 2022 Annual Report, page 60."
1964,QatarEnergy,State-owned Entity,Qatar,Natural Gas,0.2789,Bcf/yr,0.014902672875,2.58645425456e-05,0.0004252287695802,0.0008533924119457,0.0041219712728466,0.0001472132597445,0.0054264569969182,0.0203291298719182,"U.S. Bureau of Mines Minerals Yearbook 1968, page 750."
1965,QatarEnergy,State-owned Entity,Qatar,Natural Gas,0.285,Bcf/yr,0.01522861875,2.64302424722e-05,0.0004345292195423,0.0008720575023468,0.004212125538764,0.0001504330549558,0.0055451425031254,0.0207737612531254,"U.S. Bureau of Mines Minerals Yearbook 1968, page 750."
1966,QatarEnergy,State-owned Entity,Qatar,Natural Gas,0.29,Bcf/yr,0.0154957875,2.68939309366e-05,0.0004421525391834,0.0008873567567739,0.0042860224780406,0.0001530722313585,0.0056424257049346,0.0211382132049346,"U.S. Bureau of Mines Minerals Yearbook 1968, page 750."
1967,QatarEnergy,State-owned Entity,Qatar,Natural Gas,0.35,Bcf/yr,0.0187018125,3.24581925097e-05,0.0005336323748765,0.0010709478098996,0.0051727857493593,0.0001847423481914,0.0068098241266453,0.0255116366266453,"U.S. Bureau of Mines Minerals Yearbook 1968, page 750."
1968,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2.3039,Bcf/yr,0.123106016625,0.0002136583706377,0.0035126732242231,0.0070495904549364,0.0340502316798544,0.0012160797028519,0.0448261537296518,0.1679321703546518,"U.S. Bureau of Mines Minerals Yearbook 1970, page 784."
1969,QatarEnergy,State-owned Entity,Qatar,Natural Gas,3.729,Bcf/yr,0.19925445375,0.0003458188567681,0.0056854717883277,0.0114101839517591,0.0551123373124603,0.0019682977611592,0.0725538119093153,0.2718082656593153,"U.S. Bureau of Mines Minerals Yearbook 1970, page 784."
1970,QatarEnergy,State-owned Entity,Qatar,Natural Gas,3.9,Bcf/yr,0.208391625,0.0003616770022515,0.0059461893200531,0.0119334184531672,0.0576396126357187,0.0020585575941328,0.0758808974111906,0.2842725224111906,"U.S. Bureau of Mines Minerals Yearbook 1970, page 784."
1971,QatarEnergy,State-owned Entity,Qatar,Natural Gas,4.648,Bcf/yr,0.24836007,0.0004310447965294,0.0070866379383607,0.014222186915467,0.0686945947514924,0.0024533783839818,0.0904344644018497,0.3387945344018497,U.S. Bureau of Mines Minerals Yearbook.
1972,QatarEnergy,State-owned Entity,Qatar,Natural Gas,5.2,Bcf/yr,0.2778555,0.000482236003002,0.0079282524267375,0.015911224604223,0.076852816847625,0.0027447434588437,0.1011745298815875,0.3790300298815875,U.S. Bureau of Mines Minerals Yearbook.
1973,QatarEnergy,State-owned Entity,Qatar,Natural Gas,13.957,Bcf/yr,0.7457748487500001,0.0012943399795959,0.021279734446149,0.0427063388079116,0.2062759162965965,0.0073669970105927,0.2715563295302532,1.0173311782802532,U.S. Bureau of Mines Minerals Yearbook.
1974,QatarEnergy,State-owned Entity,Qatar,Natural Gas,36.0,Bcf/yr,1.923615,0.00333855694386,0.054887901415875,0.11015463187539,0.5320579627912501,0.0190020700996875,0.7004390530263751,2.6240540530263754,"U.S. Bureau of Mines Minerals Yearbook 1976, page 888."
1975,QatarEnergy,State-owned Entity,Qatar,Natural Gas,46.806,Bcf/yr,2.5010201025000005,0.0043406804531753,0.0713634198242068,0.1432193805433196,0.691764027955757,0.024705858141277,0.9106875087764588,3.411707611276459,"U.S. Bureau of Mines Minerals Yearbook 1976, page 888."
1976,QatarEnergy,State-owned Entity,Qatar,Natural Gas,41.699200000000005,Bcf/yr,2.2281446280000003,0.0038670876031501,0.0635772660755793,0.1275933340416184,0.6162886500562471,0.0220103089305802,0.811326337776595,3.0394709657765957,"U.S. Bureau of Mines Minerals Yearbook 1976, page 888."
1977,QatarEnergy,State-owned Entity,Qatar,Natural Gas,68.07440000000001,Bcf/yr,3.6374704710000008,0.0063130628005306,0.1037905821151344,0.2082975131149458,1.0060979606176854,0.0359320700220601,1.3244991186482964,4.961969589648297,No source as data is interpolated
1978,QatarEnergy,State-owned Entity,Qatar,Natural Gas,94.4496,Bcf/yr,5.046796314000001,0.008759037997911,0.1440038981546896,0.2890016921882732,1.3959072711791236,0.0498538311135401,1.8376718995199977,6.884468213519999,No source as data is interpolated
1979,QatarEnergy,State-owned Entity,Qatar,Natural Gas,120.8248,Bcf/yr,6.456122157000001,0.0112050131952915,0.1842172141942448,0.3697058712616006,1.785716581740562,0.06377559220502,2.3508446803916994,8.8069668373917,No source as data is interpolated
1980,QatarEnergy,State-owned Entity,Qatar,Natural Gas,147.20000000000002,Bcf/yr,7.8654480000000015,0.013650988392672,0.2244305302338,0.4504100503349281,2.175525892302,0.0776973532965,2.8640174612634,10.729465461263402,"U.S. Energy Information Administration, International Energy Statistics."
1981,QatarEnergy,State-owned Entity,Qatar,Natural Gas,125.6,Bcf/yr,6.711279000000001,0.011647854226356,0.191497789384275,0.384317271209694,1.8562911146272505,0.0662961112366875,2.4437540294475757,9.155033029447576,"U.S. Energy Information Administration, International Energy Statistics."
1982,QatarEnergy,State-owned Entity,Qatar,Natural Gas,148.8,Bcf/yr,7.950942000000001,0.013799368701288,0.22686999251895,0.455305811751612,2.1991729128705004,0.078541889745375,2.8951480858423504,10.846090085842352,"U.S. Energy Information Administration, International Energy Statistics."
1983,QatarEnergy,State-owned Entity,Qatar,Natural Gas,139.20000000000002,Bcf/yr,7.437978000000002,0.012909086849592,0.21223321880805,0.425931243251508,2.0572907894595005,0.073474671052125,2.7083643383686504,10.146342338368653,"U.S. Energy Information Administration, International Energy Statistics."
1984,QatarEnergy,State-owned Entity,Qatar,Natural Gas,167.20000000000002,Bcf/yr,8.934123000000001,0.015505742250372,0.254923808798175,0.5116070680434781,2.47111364940825,0.0882540589074375,3.253150268500275,12.187273268500276,"U.S. Energy Information Administration, International Energy Statistics."
1985,QatarEnergy,State-owned Entity,Qatar,Natural Gas,152.8,Bcf/yr,8.164677000000001,0.014170319472828,0.232968648231825,0.467545215293322,2.25829046429175,0.0806532308675625,2.9729746472897247,11.137651647289728,"U.S. Energy Information Administration, International Energy Statistics."
1986,QatarEnergy,State-owned Entity,Qatar,Natural Gas,154.4,Bcf/yr,8.250171,0.014318699781444,0.235408110516975,0.472440976710006,2.28193748486025,0.0814977673164375,3.004105271868675,11.254276271868676,"U.S. Energy Information Administration, International Energy Statistics."
1987,QatarEnergy,State-owned Entity,Qatar,Natural Gas,158.4,Bcf/yr,8.463906000000001,0.014689650552984,0.24150676622985,0.4846803802517161,2.3410550362815004,0.083609108438625,3.0819318333160504,11.545837833316051,"U.S. Energy Information Administration, International Energy Statistics."
1988,QatarEnergy,State-owned Entity,Qatar,Natural Gas,165.60000000000002,Bcf/yr,8.848629,0.015357361941756,0.252484346513025,0.5067113066267941,2.44746662883975,0.0874095224585625,3.2220196439213247,12.070648643921327,"U.S. Energy Information Administration, International Energy Statistics."
1989,QatarEnergy,State-owned Entity,Qatar,Natural Gas,172.0,Bcf/yr,9.190605,0.01595088317622,0.262242195653625,0.5262943522935299,2.54205471111375,0.0907876682540625,3.3465421422371247,12.537147142237124,"U.S. Energy Information Administration, International Energy Statistics."
1990,QatarEnergy,State-owned Entity,Qatar,Natural Gas,177.60000000000002,Bcf/yr,9.489834000000002,0.016470214256376,0.27078031365165,0.5434295172519241,2.6248192831035007,0.093743545825125,3.4554993282634507,12.945333328263454,"U.S. Energy Information Administration, International Energy Statistics."
1991,QatarEnergy,State-owned Entity,Qatar,Natural Gas,215.5624,Bcf/yr,11.518307391,0.0199907596487535,0.3286602155602615,0.659588800504877,3.1858803166220158,0.1137814398793576,4.194120092335907,15.712427483335908,"U.S. Energy Information Administration, International Energy Statistics."
1992,QatarEnergy,State-owned Entity,Qatar,Natural Gas,356.54,Bcf/yr,19.051269225,0.0330646970212179,0.5436036769671132,1.090959234690321,5.269442945933119,0.1881943909261828,6.937070554611771,25.988339779611767,"U.S. Energy Information Administration, International Energy Statistics."
1993,QatarEnergy,State-owned Entity,Qatar,Natural Gas,381.402,Bcf/yr,20.3797391175,0.0353703415417247,0.5815098715504877,1.1670332474038194,5.636888086791899,0.2013174316711392,7.42080154728793,27.800540664787928,"U.S. Energy Information Administration, International Energy Statistics."
1994,QatarEnergy,State-owned Entity,Qatar,Natural Gas,381.39200000000005,Bcf/yr,20.37920478,0.0353694141647959,0.5814946249112055,1.1670026488949652,5.636740292913346,0.2013121533183337,7.420606980884312,27.79981176088431,"U.S. Energy Information Administration, International Energy Statistics."
1995,QatarEnergy,State-owned Entity,Qatar,Natural Gas,381.4,Bcf/yr,20.379632250000004,0.035370156066339,0.5815068222226314,1.1670271277020487,5.636858528016188,0.2013163760005781,7.420762634007207,27.800394884007208,"U.S. Energy Information Administration, International Energy Statistics."
1996,QatarEnergy,State-owned Entity,Qatar,Natural Gas,387.0524,Bcf/yr,20.681661178500004,0.0358943466016021,0.590124832610495,1.1843226288468391,5.720397539929557,0.2042999121403413,7.530739347988493,28.212400526488494,"U.S. Energy Information Administration, International Energy Statistics."
1997,QatarEnergy,State-owned Entity,Qatar,Natural Gas,491.5848,Bcf/yr,26.267219307,0.0455884402093341,0.7495016122206286,1.5041761855427005,7.265322422976226,0.2594758008205794,9.564588660948887,35.83180796794889,"U.S. Energy Information Administration, International Energy Statistics."
1998,QatarEnergy,State-owned Entity,Qatar,Natural Gas,553.17416,Bcf/yr,29.5581697719,0.0513000953619978,0.8434046877747073,1.6926304432716135,8.175575462176694,0.2919848379348819,10.762910688585013,40.32108046048501,"U.S. Energy Information Administration, International Energy Statistics."
1999,QatarEnergy,State-owned Entity,Qatar,Natural Gas,622.9566,Bcf/yr,33.28690722525,0.0577715578514837,0.9497994568657964,1.9061543040929048,9.206917208426766,0.3288184717295273,12.120642527236951,45.40754975248695,"U.S. Energy Information Administration, International Energy Statistics."
2000,QatarEnergy,State-owned Entity,Qatar,Natural Gas,822.1332000000002,Bcf/yr,43.92965987550001,0.0762427362121623,1.2534768342310514,2.5156049999593444,12.150625431529203,0.4339509082689001,15.995950001931764,59.925609877431775,"U.S. Energy Information Administration, International Energy Statistics."
2001,QatarEnergy,State-owned Entity,Qatar,Natural Gas,751.5032000000001,Bcf/yr,40.155634113000005,0.0696926729636947,1.145789820980961,2.2994877319216,11.106757267308485,0.3966699024038743,14.621727493174738,54.777361606174736,"U.S. Energy Information Administration, International Energy Statistics."
2002,QatarEnergy,State-owned Entity,Qatar,Natural Gas,833.4340000000002,Bcf/yr,44.533503997500006,0.0772907463319171,1.270706756351066,2.5501837628453834,12.31764433780452,0.4399158692073042,16.215825603332885,60.749329600832894,"U.S. Energy Information Administration, International Energy Statistics."
2003,QatarEnergy,State-owned Entity,Qatar,Natural Gas,887.1128000000001,Bcf/yr,47.401763577,0.0822687944007524,1.3525488864211344,2.714432886554069,13.110984142612269,0.4682494336647238,17.26023470998822,64.66199828698822,"U.S. Energy Information Administration, International Energy Statistics."
2004,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1106.63084,Bcf/yr,59.13143564685,0.1026263909769895,1.687240123602415,3.3861253556153783,16.35532639701027,0.5841187998932239,21.531318267205048,80.66275391405506,"U.S. Energy Information Administration, International Energy Statistics."
2005,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1293.9416,Bcf/yr,69.140151969,0.1199971587119255,1.9728260827416544,3.959268350451476,19.123664768523625,0.6829880274472723,25.17575636042868,94.31590832942867,"U.S. Energy Information Administration, International Energy Statistics."
2006,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1432.3764,Bcf/yr,76.53724246350002,0.1328352826789219,2.183892628711832,4.382858195805455,21.16964637039624,0.7560587989427228,27.869232477592448,104.40647494109244,"U.S. Energy Information Administration, International Energy Statistics."
2007,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1785.5264,Bcf/yr,95.407371276,0.1655855989212596,2.722327694962283,5.463444535994177,26.388987191499847,0.9424638282678516,34.74034502137757,130.14771629737757,"U.S. Energy Information Administration, International Energy Statistics."
2008,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2174.867212,Bcf/yr,116.211310889205,0.2016921675721122,3.3159415868020807,6.654769364325439,32.14320605995016,1.14797164499822,42.315609178649794,158.5269200678548,"U.S. Energy Information Administration, International Energy Statistics."
2009,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2522.9036,Bcf/yr,134.8082002365,0.2339682592352608,3.846580113293226,7.719708814308227,37.286970825964175,1.3316775294987209,49.0872280128009,183.8954282493009,"U.S. Energy Information Administration, International Energy Statistics."
2010,QatarEnergy,State-owned Entity,Qatar,Natural Gas,3297.0084000000006,Bcf/yr,176.17152259350004,0.3057569524384653,5.026829778514217,10.088354072001907,48.72776590582331,1.740277353779404,64.1487067087779,240.32022930227797,"U.S. Energy Information Administration, International Energy Statistics."
2011,QatarEnergy,State-owned Entity,Qatar,Natural Gas,4104.196292,Bcf/yr,219.30259861765495,0.3806136952672517,6.257520040741547,12.55822865804446,60.65750883380339,2.166339601207264,79.85387122785666,299.15646984551165,"U.S. Energy Information Administration, International Energy Statistics."
2012,QatarEnergy,State-owned Entity,Qatar,Natural Gas,4436.948348000001,Bcf/yr,237.08278878994503,0.4114723532434322,6.764855097565375,13.576400331223889,65.57538052908008,2.3419778760385745,86.32810831111277,323.4108971010578,"U.S. Energy Information Administration, International Energy Statistics."
2013,QatarEnergy,State-owned Entity,Qatar,Natural Gas,4639.628196000001,Bcf/yr,247.91273311801504,0.4302684147412347,7.0738737507878335,14.196570443584998,68.57086461312785,2.448959450468852,90.27157722224192,338.18431034025696,"U.S. Energy Information Administration, International Energy Statistics."
2014,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1962.3870588233328,Bcf/yr,104.85769950440128,0.1819872483826567,2.9919807617912224,6.004611779492044,29.002879464595992,1.035817123735571,38.18145925426191,143.03915875866318,"U.S. Energy Information Administration, International Energy Statistics."
2015,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1894.860395195938,Bcf/yr,101.24949664180096,0.1757249813896306,2.889025293565572,5.797990258001794,28.004876712271493,1.0001741682954104,36.86761724522849,138.11711388702943,"U.S. Energy Information Administration, International Energy Statistics."
2016,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1932.6851907712353,Bcf/yr,103.27061731237248,0.1792327656651304,2.946695394971475,5.913728492233981,28.563904036626717,1.0201394298795254,37.60356068949729,140.87417800186978,"U.S. Energy Information Administration, International Energy Statistics."
2017,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1794.828513016119,Bcf/yr,95.90441805737504,0.16644825542133,2.7365102911341737,5.491907614742894,26.52646672763902,0.9473738117013936,34.921332888937414,130.82575094631247,"U.S. Energy Information Administration, International Energy Statistics."
2018,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1862.172268514,Bcf/yr,99.50284745270996,0.1726935599364151,2.8391868859325764,5.697969464631099,27.521766209775546,0.982920221777698,36.23161612027563,135.7344635729856,EIA International Energy Statistics on World Gas Production https://www.eia.gov/beta/international/data/browser/
2019,QatarEnergy,State-owned Entity,Qatar,Natural Gas,1955.071268464,Bcf/yr,104.46678939128826,0.1813087988631018,2.9808266401239365,5.982226551883436,28.894756561407245,1.03195559147883,38.03911855227772,142.50590794356597,EIA International Energy Statistics on World Gas Production https://www.eia.gov/beta/international/data/browser/
2020,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2014.726024899,Bcf/yr,107.65436673294694,0.1868410433445003,3.0717800954070564,6.164761211181032,29.776417344174313,1.063443476577654,39.19979969410689,146.85416642705383,EIA International Energy Statistics on World Gas Production https://www.eia.gov/beta/international/data/browser/
2021,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2017.935771056,Bcf/yr,107.82587550666356,0.187138707797847,3.076673879591374,6.174582555801528,29.82385542754572,1.0651376938409185,39.26225057073647,147.0881260774,EIA International Energy Statistics on World Gas Production https://www.eia.gov/beta/international/data/browser/
2022,QatarEnergy,State-owned Entity,Qatar,Natural Gas,2498.4222647401534,Bcf/yr,133.5000706885592,0.2316979166845185,3.809254304507909,7.644799578936939,36.925151676942974,1.3187554170336777,48.61090347707234,182.11097416563152,"OPEC Annual Statistical Bulletin 2023, Table 9.3."
1987,Repsol,Investor-owned Company,Repsol,Natural Gas,20.5,Bcf/yr,1.095391875,0.0019011227041425,0.0312556105284843,0.0627269431512637,0.3029774510339063,0.0108206232512109,0.3988611274177969,1.4942530024177971,OGJ 100 various years.
1988,Repsol,Investor-owned Company,Repsol,Natural Gas,25.4,Bcf/yr,1.35721725,0.002355537399279,0.0387264637767562,0.0777202124898585,0.3753964515249375,0.0134070161258906,0.4941986651908312,1.8514159151908312,OGJ 100 various years.
1989,Repsol,Investor-owned Company,Repsol,Natural Gas,44.7,Bcf/yr,2.3884886250000004,0.0041453748719595,0.0681524775913781,0.1367753345786092,0.6606386371324688,0.0235942370404453,0.8697118241744157,3.2582004491744163,OGJ 100 various years.
1990,Repsol,Investor-owned Company,Repsol,Natural Gas,38.1,Bcf/yr,2.035825875,0.0035333060989185,0.0580896956651343,0.1165803187347877,0.5630946772874063,0.0201105241888359,0.7412979977862469,2.7771238727862473,OGJ 100 various years.
1991,Repsol,Investor-owned Company,Repsol,Natural Gas,40.2,Bcf/yr,2.14803675,0.003728055253977,0.0612914899143937,0.1230060055941855,0.5941313917835626,0.0212189782779843,0.7821569425461188,2.9301936925461187,OGJ 100 various years.
1992,Repsol,Investor-owned Company,Repsol,Natural Gas,39.7,Bcf/yr,2.121319875,0.0036816864075345,0.0605291579502843,0.1214760801514717,0.5867416978559064,0.0209550606377109,0.772428622365197,2.893748497365197,OGJ 100 various years.
1993,Repsol,Investor-owned Company,Repsol,Natural Gas,23.3,Bcf/yr,1.245006375,0.0021607882442205,0.0355246695274968,0.0712945256304607,0.3443597370287812,0.0122985620367421,0.4533397204309593,1.6983460954309593,OGJ 100 various years.
1994,Repsol,Investor-owned Company,Repsol,Natural Gas,35.0,Bcf/yr,1.87018125,0.003245819250975,0.0533632374876562,0.1070947809899625,0.5172785749359375,0.0184742348191406,0.6809824126645312,2.5511636626645315,OGJ 100 various years.
1995,Repsol,Investor-owned Company,Repsol,Natural Gas,32.9,Bcf/yr,1.757970375,0.0030510700959165,0.0501614432383968,0.1006690941305647,0.4862418604397812,0.0173657807299921,0.6401234679046593,2.398093842904659,OGJ 100 various years.
1996,Repsol,Investor-owned Company,Repsol,Natural Gas,50.8,Bcf/yr,2.7144345,0.004711074798558,0.0774529275535124,0.155440424979717,0.750792903049875,0.0268140322517812,0.9883973303816624,3.7028318303816623,OGJ 100 various years.
1997,Repsol,Investor-owned Company,Repsol,Natural Gas,83.7,Bcf/yr,4.4724048750000005,0.0077621448944745,0.1276143707919093,0.2561095191102818,1.2370347634896564,0.0441798129817734,1.628520798286322,6.100925673286323,OGJ 100 various years.
1998,Repsol,Investor-owned Company,Repsol,Natural Gas,97.3,Bcf/yr,5.1991038750000005,0.0090233775177105,0.1483498002156844,0.2977234911520958,1.4380344383219064,0.0513583727972109,1.8931311072073969,7.0922349822073985,OGJ 100 various years.
1999,Repsol,Investor-owned Company,Repsol,Natural Gas,473.7,Bcf/yr,25.311567375,0.0439298451196245,0.7222333027972219,1.4494513644270066,7.0009960270615315,0.2500355723950546,9.216610539405384,34.52817791440538,OGJ 100 various years.
2000,Repsol,Investor-owned Company,Repsol,Natural Gas,810.6,Bcf/yr,43.31339775,0.075173173852581,1.2358925802141187,2.480315127727532,11.980171795516313,0.4278632784112968,15.771552677310543,59.08495042731055,OGJ 100 various years.
2001,Repsol,Investor-owned Company,Repsol,Natural Gas,757.3,Bcf/yr,40.465378875,0.0702302548218105,1.1546279928400591,2.3172250755342456,11.192430422828156,0.3997296579581484,14.734513746024271,55.19989262102428,OGJ 100 various years.
2002,Repsol,Investor-owned Company,Repsol,Natural Gas,852.771,Bcf/yr,45.56675242125,0.0790840150992343,1.3001891827310317,2.6093520994168946,12.603433360762695,0.4501226200272391,16.592058658009854,62.158811079259856,"Repsol Annual Report 2004, page 28."
2003,Repsol,Investor-owned Company,Repsol,Natural Gas,1102.736,Bcf/yr,58.92331974000001,0.1022651925012333,1.6813018015482315,3.3742077259927803,16.297763046015888,0.5820629659291388,21.455537766058132,80.37885750605814,"Repsol Annual Report 2004, page 28."
2004,Repsol,Investor-owned Company,Repsol,Natural Gas,1229.85,Bcf/yr,65.71549743749999,0.1140534515946172,1.8751079321198292,3.7631576114430105,18.176430153856074,0.649158219780574,23.928749149013527,89.64424658651352,"Repsol Annual Report 2004, page 28."
2005,Repsol,Investor-owned Company,Repsol,Natural Gas,1246.6,Bcf/yr,66.61051275,0.115606807950441,1.9006460529174936,3.8144101137739215,18.42398490043256,0.6579994607297343,24.254647875074415,90.8651606250744,Oil & Gas Journal OGJ100.
2006,Repsol,Investor-owned Company,Repsol,Natural Gas,1236.1,Bcf/yr,66.049458375,0.1146330621751485,1.8846370816711968,3.7822816794769327,18.26880132795178,0.6524571902839921,24.050353151275058,90.09981152627506,Oil & Gas Journal OGJ100.
2007,Repsol,Investor-owned Company,Repsol,Natural Gas,1140.6,Bcf/yr,60.94653525,0.105776612504631,1.739031676526306,3.490065919918606,16.857369787769436,0.6020489209917655,22.192243996718975,83.13877924671898,Oil & Gas Journal OGJ100.
2008,Repsol,Investor-owned Company,Repsol,Natural Gas,1046.081,Bcf/yr,55.89603063375,0.0970111385108336,1.594921966694998,3.2008518740788845,15.460436827073154,0.5521584581097555,20.353221806357872,76.24925244010787,"Repsol Annual Report 2010, page 7."
2009,Repsol,Investor-owned Company,Repsol,Natural Gas,958.278,Bcf/yr,51.204387082500006,0.088868490862452,1.4610518998056077,2.9321877867856943,14.162762235213153,0.5058129369718983,18.644870412666904,69.84925749516692,"Repsol Annual Report 2010, page 7."
2010,Repsol,Investor-owned Company,Repsol,Natural Gas,913.397,Bcf/yr,48.80622694875,0.0847063304680803,1.3926234580432215,2.7948586191968223,13.499448528878872,0.482123161745674,17.771636936586997,66.577863885337,"Repsol Annual Report 2010, page 7."
2011,Repsol,Investor-owned Company,Repsol,Natural Gas,407.0,Bcf/yr,21.74753625,0.0377442410041949,0.6205382187850312,1.2453593103689924,6.015210857112187,0.2148289591825781,7.918852627270405,29.666388877270407,"Repsol AnnRpt 2011, page 25."
2012,Repsol,Investor-owned Company,Repsol,Natural Gas,391.0,Bcf/yr,20.89259625,0.036260437918035,0.5961435959335313,1.1964016962021526,5.778740651427188,0.2063835946938281,7.6075463814809074,28.500142631480905,Repsol AnnRpt.
2013,Repsol,Investor-owned Company,Repsol,Natural Gas,424.0,Bcf/yr,22.65591,0.03932078178324,0.64645750556475,1.2973767754212602,6.266460450652501,0.223802158951875,8.24961551342175,30.90552551342175,Repsol AnnRpt.
2014,Repsol,Investor-owned Company,Repsol,Natural Gas,481.8,Bcf/yr,25.74438075,0.044681020431993,0.7345830806157938,1.4742361565989697,7.120709068689563,0.2543110381674843,9.37420932633632,35.118590076336325,"Repsol Annual report 2015, pages 36 and 42."
2015,Repsol,Investor-owned Company,Repsol,Natural Gas,770.88,Bcf/yr,41.1910092,0.0714896326911888,1.17533292898527,2.358777850558351,11.393134509903302,0.406897661067975,14.998734922138112,56.18974412213812,"Repsol Annual report 2015, pages 36 and 42."
2016,Repsol,Investor-owned Company,Repsol,Natural Gas,978.93,Bcf/yr,52.3079008875,0.090783709695913,1.4925392592511808,2.9953798272715426,14.467986153201064,0.5167137911857522,19.0466889494197,71.3545898369197,"Repsol Integrated Report 2017, page 29."
2017,Repsol,Investor-owned Company,Repsol,Natural Gas,963.6,Bcf/yr,51.4887615,0.089362040863986,1.4691661612315876,2.94847231319794,14.241418137379126,0.5086220763349687,18.74841865267264,70.23718015267265,"Repsol Integrated Report 2017, page 29."
2018,Repsol,Investor-owned Company,Repsol,Natural Gas,994.26,Bcf/yr,53.127040275,0.0922053785278401,1.5159123572707742,3.042287341345146,14.694554169023004,0.5248055060365358,19.344959246166763,72.47199952116677,Repsol AnnRpt
